date,city,permit_type,permit_number,address,description
N/A,houston,Duplex,3454,5609  TOMMYE ST,"Project: DUPLEX RES. - NO GARAGE - (1-1-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3455,8157  SNOWDEN ST,"Project: DUPLEX RES. - NO GARAGE - (1-1-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3456,9836  LANEWELL ST,"Project: DUPLEX RES. - NO GARAGE - (1-1-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3457,3829  GOODHOPE ST,"Project: DUPLEX RES. - NO GARAGE (1-1-5-R3-B) 15 IRC/15 IECC (M OF 2), Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3458,3831  GOODHOPE ST,"Project: DUPLEX RES. - NO GARAGE (1-1-5-R3-B) 15 IRC/15 IECC (M # 23070865), Dwellings: 2, Buildings: 1"
N/A,houston,Apartments,3459,12780  BELLAIRE BLVD,"Project: 6,403 SF 2ND FLR APT BUILDOUT(2/2)1-2-2-R2-B '12IBC SP/FA, Dwellings: 4, Buildings: 1"
N/A,houston,Apartments,3460,3500  OLD SPANISH TRL,"Project: 6,174 SQ FT NEW APARMENTS W/ SITEWORK 1-2-5-R2-B '12 IBC SPK, Dwellings: 0, Buildings: 1"
N/A,houston,Apartments,3461,3360  MCCUE RD,"Project: 150,000 SF NEW APT BLD (2/3) 1-5-3-R2-A '15IBC 100%SPK, Dwellings: 172, Buildings: 1"
N/A,houston,Apartments,3462,1111  LOVETT BLVD,"Project: 104,219 SF NEW CONGRG LIV BLD 1-4-2-R2/A2/A3/B-A '15IBC SP/FA(M/4), Dwellings: 60, Buildings: 1"
N/A,houston,Apartments,3463,707  MARSTON ST,"Project: 15,376 SF APT. BUILD OUT (LEVEL 11) 1-40-1-R2-A 15 IBC SP/FA(5/46), Dwellings: 14, Buildings: 1"
N/A,houston,Apartments,3464,707  MARSTON ST,"Project: 15,376 SF APT. BUILD OUT (LEVEL 12) 1-40-1-R2-A 15 IBC SP/FA(6/46), Dwellings: 14, Buildings: 1"
N/A,houston,Apartments,3465,707  MARSTON ST,"Project: 15,376 SF APT. BUILD OUT (LEVEL 14) 1-40-1-R2-A 15 IBC SP/FA(7/46), Dwellings: 14, Buildings: 1"
N/A,houston,Apartments,3466,707  MARSTON ST,"Project: 15,376 SF APT. BUILD OUT (LEVEL 15) 1-40-1-R2-A 15 IBC SP/FA(8/46), Dwellings: 14, Buildings: 1"
N/A,houston,Apartments,3467,707  MARSTON ST,"Project: 15,376 SF APT. BUILD OUT (LEVEL 16) 1-40-1-R2-A 15 IBC SP/FA(9/46), Dwellings: 14, Buildings: 1"
N/A,houston,Apartments,3468,707  MARSTON ST,"Project: 15,376 SF APT. BUILD OUT(LEVEL 17) 1-40-1-R2-A 15 IBC SP/FA(10/46), Dwellings: 14, Buildings: 1"
N/A,houston,Apartments,3469,707  MARSTON ST,"Project: 15,376 SF APT. BUILD OUT(LEVEL 18) 1-40-1-R2-A 15 IBC SP/FA(11/46), Dwellings: 14, Buildings: 1"
N/A,houston,Apartments,3470,707  MARSTON ST,"Project: 15,376 SF APT. BUILD OUT (LEVEL19) 1-40-1-R2-A 15 IBC SP/FA(12/46), Dwellings: 14, Buildings: 1"
N/A,houston,Apartments,3471,707  MARSTON ST,"Project: 15,376 SF APT. BUILD OUT (LEVEL20) 1-40-1-R2-A 15 IBC SP/FA(13/46), Dwellings: 14, Buildings: 1"
N/A,houston,Apartments,3472,707  MARSTON ST,"Project: 15,376 SF APT. BUILD OUT (LEVEL 21)1-40-1-R2-A 15 IBC SP/FA(14/46), Dwellings: 14, Buildings: 1"
N/A,houston,Apartments,3473,707  MARSTON ST,"Project: 15,376 SF APT. BUILD OUT (LEVEL22) 1-40-1-R2-A 15 IBC SP/FA(14/46), Dwellings: 14, Buildings: 1"
N/A,houston,Apartments,3474,707  MARSTON ST,"Project: 15,376 SF APT. BUILD OUT (LEVEL 23)1-40-1-R2-A 15 IBC SP/FA(15/46), Dwellings: 14, Buildings: 1"
N/A,houston,Apartments,3475,707  MARSTON ST,"Project: 15,376 SF APT. BUILD OUT (LEVEL24) 1-40-1-R2-A 15 IBC SP/FA(16/46), Dwellings: 14, Buildings: 1"
N/A,houston,Apartments,3476,707  MARSTON ST,"Project: 15,565 SF APT. BUILD OUT (LEVEL25) 1-40-1-R2-A 15 IBC SP/FA(17/46), Dwellings: 7, Buildings: 1"
N/A,houston,Apartments,3477,707  MARSTON ST,"Project: 15,565 SF APT. BUILD OUT(LEVEL 26)1-40-1-R2-A 15 IBC SP/FA(18/46), Dwellings: 7, Buildings: 1"
N/A,houston,Apartments,3478,707  MARSTON ST,"Project: 15,565 SF APT. BUILD OUT(LEVEL 27)1-40-1-R2-A 15 IBC SP/FA(19/46), Dwellings: 7, Buildings: 1"
N/A,houston,Apartments,3479,707  MARSTON ST,"Project: 15,565 SF APT. BUILD OUT(LEVEL 28)1-40-1-R2-A 15 IBC SP/FA(20/46), Dwellings: 7, Buildings: 1"
N/A,houston,Apartments,3480,707  MARSTON ST,"Project: 15,565 SF APT. BUILD OUT(LEVEL 29)1-40-1-R2-A 15 IBC SP/FA(21/46), Dwellings: 7, Buildings: 1"
N/A,houston,Apartments,3481,707  MARSTON ST,"Project: 15,565 SF APT. BUILD OUT(LEVEL 30)1-40-1-R2-A 15 IBC SP/FA(22/46), Dwellings: 7, Buildings: 1"
N/A,houston,Apartments,3482,707  MARSTON ST,"Project: 15,565 SF APT. BUILD OUT(LEVEL31)1-40-1-R2-A 15 IBC SP/FA(23/46), Dwellings: 7, Buildings: 1"
N/A,houston,Apartments,3483,707  MARSTON ST,"Project: 15,565 SF APT. BUILDOUT (L32) 1-40-1-R2-A '15 IBC SP/FA (25/46), Dwellings: 8, Buildings: 1"
N/A,houston,Apartments,3484,707  MARSTON ST,"Project: 15,565 SF APT. BUILDOUT (L33) 1-40-1-R2-A '15 IBC SP/FA (26/46), Dwellings: 8, Buildings: 1"
N/A,houston,Apartments,3485,707  MARSTON ST,"Project: 15,565 SF APT. BUILDOUT (L34) 1-40-1-R2-A '15 IBC SP/FA (27/46), Dwellings: 8, Buildings: 1"
N/A,houston,Apartments,3486,707  MARSTON ST,"Project: 15,565 SF APT. BUILDOUT (L35) 1-40-1-R2-A '15 IBC SP/FA (28/46), Dwellings: 8, Buildings: 1"
N/A,houston,Apartments,3487,707  MARSTON ST,"Project: 15,565 SF APT. BUILDOUT (L36) 1-40-1-R2-A '15 IBC SP/FA (29/46), Dwellings: 8, Buildings: 1"
N/A,houston,Apartments,3488,707  MARSTON ST,"Project: 15,565 SF APT. BUILDOUT (L37) 1-40-1-R2-A '15 IBC SP/FA (30/46), Dwellings: 8, Buildings: 1"
N/A,houston,Apartments,3489,707  MARSTON ST,"Project: 15,565 SF APT. BUILDOUT (L38) 1-40-1-R2-A '15 IBC SP/FA (31/46), Dwellings: 8, Buildings: 1"
N/A,houston,Apartments,3490,707  MARSTON ST,"Project: 15,339 SF APT. BUILDOUT (L39) 1-40-1-R2-A '15 IBC SP/FA (32/46), Dwellings: 5, Buildings: 1"
N/A,houston,Apartments,3491,707  MARSTON ST,"Project: 15,339 SF APT. BUILDOUT (L40) 1-40-1-R2-A '15 IBC SP/FA (33/46), Dwellings: 5, Buildings: 1"
N/A,houston,Apartments,3492,2850 W GULF BANK RD,"Project: (M/21) 60,699 SF NEW APT BLDG-8 1-3-5-R2-A '15 IBC SPK 13R, Dwellings: 48, Buildings: 1"
N/A,houston,Apartments,3493,2850 W GULF BANK RD,"Project: (2/21) 6,365 SF NEW APT BLDG-2 1-2-5-R2-B '15 IBC SPK 13R, Dwellings: 4, Buildings: 1"
N/A,houston,Apartments,3494,2850 W GULF BANK RD,"Project: (3/21) 43,846 SF NEW APT BLDG-3 1-3-5-R2-A '15 IBC SPK 13R, Dwellings: 36, Buildings: 1"
N/A,houston,Apartments,3495,2850 W GULF BANK RD,"Project: (4/21) 43,846 SF NEW APT BLDG-4 1-3-5-R2-A '15 IBC SPK 13R, Dwellings: 36, Buildings: 1"
N/A,houston,Apartments,3496,2850 W GULF BANK RD,"Project: (5/21) 60,699 SF NEW APT BLDG-5 1-3-5-R2-A '15 IBC SPK 13R, Dwellings: 48, Buildings: 1"
N/A,houston,Apartments,3497,2850 W GULF BANK RD,"Project: (6/21) 60,699 SF NEW APT BLDG-6 1-3-5-R2-A '15 IBC SPK 13R, Dwellings: 48, Buildings: 1"
N/A,houston,Apartments,3498,2850 W GULF BANK RD,"Project: (7/21) 60,699 SF NEW APT BLDG-7 1-3-5-R2-A '15 IBC SPK 13R, Dwellings: 48, Buildings: 1"
N/A,houston,Apartments,3499,2850 W GULF BANK RD,"Project: (8/21) 6,365 SF NEW APT BLDG-1 1-2-5-R2-B '15 IBC SPK 13R, Dwellings: 4, Buildings: 1"
N/A,houston,Apartments,3500,8811  BOONE RD,"Project: (2/22) 16,472 SF APARTMENT BLDG REMODEL 1-3-5-R2-B '15IBC, Dwellings: 16, Buildings: 1"
N/A,houston,Duplex,3501,4812  CENTIPEDE RD,"Project: DUPLEX RES W/ATT. GARAGE (1-2-5-R3-B) 12 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3502,13304  GALAGA ST,"Project: DUPLEX RES W/ATT. GARAGE (1-2-5-R3-B) 12 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3503,13302  GALAGA ST,"Project: DUPLEX RES W/ATT. GARAGE(1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3504,4805  DIG DUG LN,"Project: DUPLEX RES W/ATT. GARAGE(1-2-5-R3-B) 12 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3505,13311  TETRIS DR,"Project: DUPLEX RES W/ATT. GARAGE (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3506,13315  TETRIS DR,"Project: DUPLEX RES W/ATT. GARAGE (1-2-5-R3-B) 12 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3507,5010  VAN FLEET ST,"Project: DUPLEX RES. - NO GARAGE - (1-1-5-R3-B) 12 IRC/ 15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3508,3410  BREMOND ST,"Project: DUPLEX RES. - NO GARAGE (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3509,7918  BOWEN ST,"Project: DUPLEX RES- NO GARAGE (1-1-5-R3-B) 12 IRC/15 IECC (MST OF 3), Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3510,7914  BOWEN ST,"Project: DUPLEX RES- NO GARAGE (1-1-5-R3-B) 15 IRC/15 IECC (M# 22031237), Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3511,7912  BOWEN ST,"Project: DUPLEX RES- NO GARAGE (1-1-5-R3-B) 15 IRC/15 IECC (M# 22031237), Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3512,3926  DALMATIAN DR,"Project: DUPLEX RES W/ATT. GARAGE (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3513,8363  HOWTON ST,"Project: DUPLEX RES. - NO GARAGE - (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3514,9715  PELSEY ST,"Project: DUPLEX RES. - NO GARAGE (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 1, Buildings: 1"
N/A,houston,Duplex,3515,1325  EAST ST,"Project: DUPLEX RES W/ATT. CARPORT (1-3-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3516,9024  SHERBOURNE ST,"Project: DUPLEX RES. - NO GARAGE (1-1-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3517,4605  NEWBERRY ST,"Project: DUPLEX RES. - NO GARAGE (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3518,3126  DULCREST ST,"Project: DUPLEX RES. - NO GARAGE - (1-1-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3519,8122  STERLINGSHIRE ST,"Project: DUPLEX RES. - NO GARAGE - (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3520,8124  STERLINGSHIRE ST,"Project: DUPLEX RES. - NO GARAGE - (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3521,9315  ASHVILLE DR,"Project: DUPLEX RES. - NO GARAGE (1-2-5-R3-B) 15 IRC/15 IECC (M OF 2), Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3522,3507  WILMINGTON ST,"Project: DUPLEX RES. - NO GARAGE (1-2-5-R3-B) 15 IRC/15 IECC (M # 23035067), Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3523,8034  CONSTELLATION LN,"Project: DUPLEX RES. - NO GARAGE (1-1-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3524,8026  ATTWATER ST,"Project: DUPLEX RES. - NO GARAGE - (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3525,1621  WELLINGTON ST,"Project: DUPLEX RES. - NO GARAGE (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3526,5718  SOUTHWIND ST,"Project: DUPLEX RES. - NO GARAGE (1-1-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3527,7315  EISENHOWER RD,"Project: DUPLEX RES W/ATT. GARAGE (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 1, Buildings: 1"
N/A,houston,Duplex,3528,9803  TURNBOW ST,"Project: DUPLEX RES. - NO GARAGE - (1-1-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3529,4138  PHLOX ST,"Project: DUPLEX RES. - NO GARAGE (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3530,978  MARJORIE ST,"Project: DUPLEX RES. - NO GARAGE (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3531,976  MARJORIE ST,"Project: DUPLEX RES. - NO GARAGE (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3532,3828  NOAH ST,"Project: DUPLEX RES W/ATT. GARAGE (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3533,3845  GOODHOPE ST,"Project: DUPLEX RES W/ATT. GARAGE (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3534,5304  LYNNFIELD ST,"Project: DUPLEX RES W/ATT. GARAGE (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3535,5124  GOLD ST,"Project: DUPLEX RES. - ATT GARAGE - (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3536,5122  GOLD ST,"Project: DUPLEX RES. - NO GARAGE - (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3537,5206  GOLD ST,"Project: DUPLEX RES W/ATT. GARAGE (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3538,5204  GOLD ST,"Project: DUPLEX RES. - NO GARAGE - (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3539,261  OWENS ST,"Project: DUPLEX RES. - NO GARAGE - (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3540,338  CONNECTICUT ST,"Project: DUPLEX RES. - NO GARAGE - (1-1-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3541,8126  PANAY DR,"Project: DUPLEX RES W/ATT. GARAGE (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3542,4603  BATON ROUGE ST,"Project: DUPLEX RES. - NO GARAGE (1-1-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3543,8302  CANNON ST,"Project: DUPLEX RES. - NO GARAGE - (1-1-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3544,312  CALLOWAY ST,"Project: DUPLEX RES. - NO GARAGE (1-1-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3545,314  CALLOWAY ST,"Project: DUPLEX RES. - NO GARAGE (1-1-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3546,9009  CADDO RD,"Project: DUPLEX RES. - NO GARAGE (1-1-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3547,5222  PERSHING ST,"Project: DUPLEX RES W/ATT. GARAGE (1-1-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3548,9011  CADDO RD,"Project: DUPLEX RES. - NO GARAGE (1-1-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3549,8814  JOHN ST,"Project: DUPLEX RES. - NO GARAGE (1-1-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3550,3110  EVELLA ST,"Project: DUPLEX RES. - NO GARAGE - (1-1-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3551,7315 0 IWO JIMA RD,"Project: DUPLEX NO GARAGE (REPEAT TWINY A & B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Apartments,3552,707  ANDREWS ST,"Project: 7,470SF NEW MULTI FAM BLDG W/PARKING GAR 1-3-5-R2/S2-B'12IBC SP/FA, Dwellings: 10, Buildings: 1"
N/A,houston,Apartments,3553,1730  SUNSET BLVD,"Project: 57,000SF NEW APT BLD(2/3)1-5-3-R2-A '15IBC SPK/FA, Dwellings: 49, Buildings: 1"
N/A,houston,Duplex,3554,8225  GALLAHAD ST,"Project: (EPR) DUPLEX RES W/ATT. GARAGE (1-2-5-R3-B) 12 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3555,1309 E 35TH ST,"Project: DUPLEX RES. W/ATT GARAGE - (1-2-5-R3-B) 12 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3556,14631  CALBEL DR,"Project: DUPLEX RES. - NO GARAGE - (1-1-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3557,435 N CAROLINA ST,"Project: DUPLEX RES. - NO GARAGE - (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3558,5626  TOMMYE ST,"Project: DUPLEX RES. W/ATT. GARAGE - (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3559,5415  BACHER ST,"Project: DUPLEX RES. W/ATT. GARAGE - (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3560,1108  CHARLES ST,"Project: DUPLEX RES W/ATT. GARAGE (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3561,7217  TIPPETT ST,"Project: DUPLEX RES. - NO GARAGE (1-1-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3562,11742  ART ST,"Project: DUPLEX RES W/ATT. GARAGE (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3563,3319  HARDIE ST,"Project: DUPLEX RES W/ATT. GARAGE (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3564,9111  GRADY ST,"Project: DUPLEX RES. - NO GARAGE - (1-1-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3565,10530  FAIRLAND DR,"Project: DUPLEX RES. - NO GARAGE - (1-1-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3566,7415  HEZEKIAH LN,"Project: DUPLEX RES W/ATT. GARAGE (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3567,4750  SUNBEAM ST,"Project: DUPLEX RES. - NO GARAGE - (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3568,7215  TIPPETT ST,"Project: DUPLEX RES. - NO GARAGE - (1-1-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3569,8709  WHEATLEY ST,"Project: DUPLEX RES. - NO GARAGE - (1-1-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3570,4619  STASSEN ST,"Project: DUPLEX NO GARAGE (REPEAT-TWINY - ELEVATION A) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3571,607  SCHURMIER RD,"Project: DUPLEX RES W/ATT. GARAGE (1-1-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3572,6525  ROCKBY DR,"Project: DUPLEX RES. - NO GARAGE (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3573,8128  STERLINGSHIRE ST,"Project: DUPLEX RES. - NO GARAGE - (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3574,8126  STERLINGSHIRE ST,"Project: DUPLEX RES. - NO GARAGE - (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3575,5130  PERSHING ST,"Project: DUPLEX RES W/ATT. GARAGE (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3576,5306  LYNNFIELD ST,"Project: DUPLEX RES W/ATT. GARAGE (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3577,336  CONNECTICUT ST,"Project: DUPLEX RES. - NO GARAGE - (1-1-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3578,8402  DOUBLE ST,"Project: DUPLEX RES. - NO GARAGE - (1-1-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3579,229  DE HAVEN ST,"Project: DUPLEX RES. - NO GARAGE (1-1-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3580,8015  BUCHANAN ST,"Project: DUPLEX RES. - NO GARAGE - (1-1-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3581,3430  MOUNT PLEASANT ST,"Project: DUPLEX RES W/ATT. GARAGE (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3582,9417  SIERRA DR,"Project: DUPLEX RES. - NO GARAGE - (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3583,8210  SPARTA ST,"Project: DUPLEX RES. - NO GARAGE (1-2-5-R3-B) 15 IRC/15 IECC (M OF 4), Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3584,8212  SPARTA ST,"Project: DUPLEX RES. - NO GARAGE (1-2-5-R3-B) 15 IRC/15 IECC (M # 23069865), Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3585,8211  BARLOW ST,"Project: DUPLEX RES. - NO GARAGE (1-2-5-R3-B) 15 IRC/15 IECC (M # 23069865), Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3586,8638  SUNDERLAND RD,"Project: DUPLEX RES. - NO GARAGE (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3587,5610  TOMMYE ST,"Project: DUPLEX RES. - NO GARAGE (1-1-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3588,3940  DAVENPORT ST,"Project: DUPLEX RES - NO GARAGE (1-1-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3589,5714  BELDART ST,"Project: DUPLEX RES. - NO GARAGE (1-1-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3590,8783  OTHELLO ST,"Project: DUPLEX RES. - NO GARAGE - (1-1-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3591,3915  TUAM ST,"Project: DUPLEX RES. - NO GARAGE - (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3592,3510  ADAIR ST,"Project: DUPLEX RES - NO GARAGE (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3593,9734  PELSEY ST,"Project: DUPLEX RES. - NO GARAGE (1-1-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3594,4511  TRONEWOOD ST,"Project: DUPLEX RES. - NO GARAGE - (1-1-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3595,5862  SOUTHINGTON ST,"Project: DUPLEX RES. - NO GARAGE - (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3596,5421  SOUTHLEA ST,"Project: DUPLEX RES W/ATT. GARAGE (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Duplex,3597,8663  DUANE ST,"Project: DUPLEX RES W/ATT. GARAGE (1-2-5-R3-B) 15 IRC/15 IECC, Dwellings: 2, Buildings: 1"
N/A,houston,Apartments,3598,2311  WESTHEIMER RD,"Project: 31,175 SF HI-RISE APTS BUILDOUT (M/14) 1-12-1-R2-B '15IBC 100%SPK, Dwellings: 20, Buildings: 1"
N/A,houston,Apartments,3599,2311  WESTHEIMER RD,"Project: 33,678 SF HI-RISE APTS BUILDOUT(2/XX)1-12-1-R2-B '15IBC 100%SPK, Dwellings: 24, Buildings: 1"
N/A,houston,Apartments,3600,2311  WESTHEIMER RD,"Project: 33,678 SF HI-RISE APTS BUILDOUT(3/XX)1-12-1-R2-B'15IBC 100%SPK, Dwellings: 24, Buildings: 1"
N/A,houston,Apartments,3601,2311  WESTHEIMER RD,"Project: 33,678 SF HI-RISE APTS BUILDOUT(4/XX)1-12-1-R2-B'15IBC 100%SPK, Dwellings: 24, Buildings: 1"
